,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,day_of_posting_date,month_of_posting_date,year_of_posting_date,day_of_create_date,month_of_create_date,year_of_create_date,day_of_due,month_of_due,year_of_due,cust_payment_terms_enc,name_customer_enc,clear_date,posting_date,due_in_date,baseline_create_date,Aging Bucket
1670,200778870,2020.0,1930788676.0,3057.42,65,15,4,2020,15,4,2020,30,4,2020,21,426,2020-05-03 05:21:11.625000000,2020-04-15,2020-04-30,2020-04-15,0-15
1671,200769623,2020.0,1930691704.0,40720.37,65,25,3,2020,25,3,2020,9,4,2020,34,2977,2020-04-24 01:14:48.125000000,2020-03-25,2020-04-09,2020-03-25,16-30
1672,200769623,2020.0,1930738858.0,10214.38,65,4,4,2020,4,4,2020,19,4,2020,34,2975,2020-05-04 11:00:32.250000000,2020-04-04,2020-04-19,2020-04-04,16-30
1673,200726979,2020.0,1930752196.0,234.09,65,4,4,2020,4,4,2020,19,4,2020,21,339,2020-04-24 18:48:44.500000000,2020-04-04,2020-04-19,2020-04-04,0-15
1674,200337148,2020.0,1930783222.0,14627.61,65,13,4,2020,13,4,2020,28,4,2020,21,550,2020-04-29 00:33:14.421875000,2020-04-13,2020-04-28,2020-04-13,0-15
1675,200769623,2020.0,1930686490.0,1898.2,65,24,3,2020,24,3,2020,8,4,2020,34,2974,2020-04-22 22:19:57.000000000,2020-03-24,2020-04-08,2020-03-24,0-15
1676,200769623,2020.0,1930660802.0,1748.38,65,19,3,2020,19,3,2020,3,4,2020,34,2983,2020-04-21 05:51:39.500000000,2020-03-19,2020-04-03,2020-03-19,16-30
1677,200711029,2020.0,1930654989.0,14635.86,65,16,3,2020,16,3,2020,31,3,2020,21,3002,2020-04-18 22:02:43.625000000,2020-03-16,2020-03-31,2020-03-16,16-30
1678,200762301,2020.0,1930683650.0,4168.92,65,21,3,2020,21,3,2020,5,4,2020,26,446,2020-04-04 21:32:55.578125000,2020-03-21,2020-04-05,2020-03-21,0-15
1679,200772670,2020.0,1930594691.0,93352.52,65,3,3,2020,3,3,2020,18,3,2020,46,196,2020-03-19 06:14:18.156250000,2020-03-03,2020-03-18,2020-03-03,0-15
1680,200353024,2020.0,1930689923.0,677.34,65,24,3,2020,16,3,2020,8,4,2020,38,727,2020-04-04 17:10:15.750000000,2020-03-24,2020-04-08,2020-03-16,0-15
1681,200772670,2020.0,1930659859.0,14987.18,65,16,3,2020,16,3,2020,31,3,2020,46,198,2020-04-01 15:11:28.031250000,2020-03-16,2020-03-31,2020-03-16,0-15
1682,200744019,2020.0,1930850457.0,6416.66,65,3,5,2020,3,5,2020,18,5,2020,21,2776,2020-05-21 15:50:44.312500000,2020-05-03,2020-05-18,2020-05-03,0-15
1683,200707822,2020.0,1930686245.0,125597.14,65,23,3,2020,23,3,2020,7,4,2020,21,2199,2020-04-11 06:08:41.750000000,2020-03-23,2020-04-07,2020-03-23,0-15
1684,200779719,2020.0,1930710354.0,17224.98,65,28,3,2020,28,3,2020,12,4,2020,21,2895,2020-04-30 18:20:29.875000000,2020-03-28,2020-04-12,2020-03-28,16-30
1685,200769623,2020.0,1930802159.0,9764.02,65,21,4,2020,21,4,2020,6,5,2020,34,2978,2020-05-21 04:44:45.625000000,2020-04-21,2020-05-06,2020-04-21,16-30
1686,200769623,2020.0,1930720105.0,1329.23,65,31,3,2020,31,3,2020,15,4,2020,34,2974,2020-05-02 10:01:18.750000000,2020-03-31,2020-04-15,2020-03-31,16-30
1687,200769623,2020.0,1930752447.0,21043.62,65,6,4,2020,6,4,2020,21,4,2020,34,2973,2020-05-06 09:46:38.500000000,2020-04-06,2020-04-21,2020-04-06,16-30
1688,200705372,2020.0,1930854139.0,79660.67,65,5,5,2020,5,5,2020,20,5,2020,21,993,2020-05-23 07:19:51.437500000,2020-05-05,2020-05-20,2020-05-05,0-15
1689,140106408,2020.0,2960626248.0,14005.614,65,4,4,2020,4,4,2020,14,4,2020,5,2970,2020-05-10 09:53:39.250000000,2020-04-04,2020-04-14,2020-04-04,16-30
1690,200762301,2020.0,1930801690.0,97652.49,65,21,4,2020,21,4,2020,6,5,2020,26,455,2020-05-05 19:55:38.962890625,2020-04-21,2020-05-06,2020-04-21,0-15
1691,200416837,2020.0,1930857750.0,106.2,65,5,5,2020,1,5,2020,24,5,2020,38,715,2020-05-25 16:15:34.656250000,2020-05-05,2020-05-24,2020-05-01,0-15
1692,100043961,2020.0,1930817603.0,1961.74,65,22,4,2020,22,4,2020,7,5,2020,21,1126,2020-05-05 09:10:03.000000000,2020-04-22,2020-05-07,2020-04-22,0-15
1693,200759878,2020.0,1930604580.0,14775.24,65,7,3,2020,7,3,2020,22,3,2020,34,2369,2020-03-26 02:03:48.125000000,2020-03-07,2020-03-22,2020-03-07,0-15
1694,200772670,2020.0,1930629454.0,5607.19,65,9,3,2020,9,3,2020,24,3,2020,46,198,2020-03-25 23:35:47.625000000,2020-03-09,2020-03-24,2020-03-09,0-15
1695,200769623,2020.0,1930666127.0,50208.33,65,18,3,2020,18,3,2020,2,4,2020,34,2974,2020-04-17 07:34:00.875000000,2020-03-18,2020-04-02,2020-03-18,16-30
1696,200723794,2020.0,1930817103.0,65250.78,65,23,4,2020,23,4,2020,8,5,2020,21,1882,2020-05-11 22:33:44.312500000,2020-04-23,2020-05-08,2020-04-23,0-15
1697,200769623,2020.0,1930763954.0,3987.56,65,10,4,2020,10,4,2020,25,4,2020,34,2976,2020-05-10 10:07:05.000000000,2020-04-10,2020-04-25,2020-04-10,16-30
1698,200418007,2020.0,1930821623.0,19454.4,65,29,4,2020,29,4,2020,14,5,2020,21,106,2020-05-14 04:26:04.855468750,2020-04-29,2020-05-14,2020-04-29,0-15
1699,200799367,2020.0,1930730176.0,41736.04,65,2,4,2020,2,4,2020,17,4,2020,21,1806,2020-04-20 07:14:15.531250000,2020-04-02,2020-04-17,2020-04-02,0-15
1700,200769623,2020.0,1930739610.0,161.84,65,3,4,2020,3,4,2020,18,4,2020,34,2973,2020-05-05 09:29:46.625000000,2020-04-03,2020-04-18,2020-04-03,16-30
1701,140104552,2020.0,2960622710.0,2487.24,65,19,3,2020,26,3,2020,5,4,2020,5,2798,2020-04-21 10:44:23.500000000,2020-03-19,2020-04-05,2020-03-26,16-30
1702,200769623,2020.0,1930726074.0,48.33,65,1,4,2020,1,4,2020,16,4,2020,34,2978,2020-05-03 13:45:01.375000000,2020-04-01,2020-04-16,2020-04-01,16-30
1703,200424504,2020.0,1930570287.0,6035.26,65,27,2,2020,15,3,2020,15,3,2020,65,1667,2020-03-28 07:53:15.875000000,2020-02-27,2020-03-15,2020-03-15,0-15
1704,200920735,2020.0,1930709529.0,114312.44,65,27,3,2020,27,3,2020,11,4,2020,21,78,2020-04-11 02:27:31.061523438,2020-03-27,2020-04-11,2020-03-27,0-15
1705,200739006,2020.0,1930784221.0,38612.65,65,15,4,2020,15,4,2020,30,4,2020,21,62,2020-04-29 21:34:33.878906250,2020-04-15,2020-04-30,2020-04-15,0-15
1706,200762301,2020.0,1930570622.0,23116.36,65,27,2,2020,27,2,2020,13,3,2020,26,446,2020-03-12 09:47:41.566406250,2020-02-27,2020-03-13,2020-02-27,0-15
1707,200769623,2020.0,1930794546.0,19210.63,65,17,4,2020,17,4,2020,2,5,2020,34,2975,2020-05-17 13:11:04.250000000,2020-04-17,2020-05-02,2020-04-17,16-30
1708,2013,2020.0,1930667228.0,19250.55,65,18,3,2020,18,3,2020,18,3,2020,64,1523,2020-04-28 09:03:54.250000000,2020-03-18,2020-03-18,2020-03-18,31-45
1709,200772595,2020.0,1930571802.0,109546.06,65,28,2,2020,28,2,2020,14,3,2020,21,2383,2020-03-18 00:13:38.593750000,2020-02-28,2020-03-14,2020-02-28,0-15
1710,200769623,2020.0,1930622185.0,40416.98,65,9,3,2020,9,3,2020,24,3,2020,34,2979,2020-04-07 20:06:45.000000000,2020-03-09,2020-03-24,2020-03-09,0-15
1711,200769623,2020.0,1930593349.0,2373.96,65,3,3,2020,3,3,2020,18,3,2020,34,2977,2020-03-30 19:01:24.750000000,2020-03-03,2020-03-18,2020-03-03,0-15
1712,200780383,2020.0,1930759393.0,729.88,65,8,4,2020,8,4,2020,23,4,2020,21,1833,2020-04-27 17:40:15.718750000,2020-04-08,2020-04-23,2020-04-08,0-15
1713,200778870,2020.0,1930709752.0,1151.93,65,27,3,2020,27,3,2020,11,4,2020,21,423,2020-04-16 23:40:51.187500000,2020-03-27,2020-04-11,2020-03-27,0-15
1714,100021540,2020.0,1930880029.0,18694.04,65,8,5,2020,8,5,2020,18,5,2020,11,2895,2020-05-25 02:11:17.250000000,2020-05-08,2020-05-18,2020-05-08,0-15
1715,200762301,2020.0,1930719903.0,12944.43,65,31,3,2020,31,3,2020,15,4,2020,26,453,2020-04-14 21:07:04.844726562,2020-03-31,2020-04-15,2020-03-31,0-15
1716,200726979,2020.0,1930833701.0,253.84,65,29,4,2020,29,4,2020,14,5,2020,21,343,2020-05-22 20:49:29.500000000,2020-04-29,2020-05-14,2020-04-29,0-15
1717,200781803,2020.0,1930609448.0,8812.48,65,6,3,2020,6,3,2020,21,3,2020,21,1435,2020-03-26 01:22:07.531250000,2020-03-06,2020-03-21,2020-03-06,0-15
1718,200769623,2020.0,1930668395.0,9582.29,65,21,3,2020,21,3,2020,5,4,2020,34,2977,2020-04-20 01:39:11.625000000,2020-03-21,2020-04-05,2020-03-21,16-30
1719,100036039,2020.0,1930699699.0,30175.08,65,26,3,2020,26,3,2020,10,4,2020,21,2895,2020-04-21 06:30:20.875000000,2020-03-26,2020-04-10,2020-03-26,0-15
1720,200780383,2020.0,1930788026.0,186.66,65,15,4,2020,15,4,2020,30,4,2020,21,1833,2020-05-10 00:12:30.000000000,2020-04-15,2020-04-30,2020-04-15,0-15
1721,140104409,2020.0,2960621309.0,125388.01799999998,65,14,3,2020,16,3,2020,26,3,2020,5,1648,2020-04-07 00:22:22.375000000,2020-03-14,2020-03-26,2020-03-16,0-15
1722,140104409,2020.0,2960628266.0,38742.437999999995,65,14,4,2020,15,4,2020,25,4,2020,5,1650,2020-05-07 07:07:45.250000000,2020-04-14,2020-04-25,2020-04-15,0-15
1723,200719839,2020.0,1930718048.0,23317.73,65,30,3,2020,30,3,2020,14,4,2020,21,172,2020-04-15 15:29:19.859375000,2020-03-30,2020-04-14,2020-03-30,0-15
1724,200418007,2020.0,1930720702.0,2261.88,65,30,3,2020,30,3,2020,3,6,2020,33,105,2020-05-22 15:34:36.062500000,2020-03-30,2020-06-03,2020-03-30,0-15
1725,200769623,2020.0,1930684122.0,57450.13,65,22,3,2020,22,3,2020,6,4,2020,34,2979,2020-04-21 02:01:54.125000000,2020-03-22,2020-04-06,2020-03-22,16-30
1726,200772670,2020.0,1930854012.0,58355.02,65,4,5,2020,4,5,2020,19,5,2020,46,191,2020-05-19 20:45:20.007812500,2020-05-04,2020-05-19,2020-05-04,0-15
1727,200769623,2020.0,1930720585.0,5126.33,65,1,4,2020,1,4,2020,16,4,2020,34,2983,2020-04-29 11:17:16.500000000,2020-04-01,2020-04-16,2020-04-01,0-15
1728,200742791,2020.0,1930653653.0,55626.12,65,17,3,2020,17,3,2020,1,4,2020,21,2218,2020-04-05 16:32:59.468750000,2020-03-17,2020-04-01,2020-03-17,0-15
1729,200779051,2020.0,1930791194.0,60705.11,65,15,4,2020,15,4,2020,30,4,2020,21,35,2020-04-08 04:36:57.500000000,2020-04-15,2020-04-30,2020-04-15,16-30
1730,200769623,2020.0,1930593538.0,10017.22,65,4,3,2020,4,3,2020,19,3,2020,34,2983,2020-04-04 02:15:15.000000000,2020-03-04,2020-03-19,2020-03-04,16-30
1731,200707822,2020.0,1930621181.0,22764.45,65,8,3,2020,8,3,2020,23,3,2020,21,2193,2020-03-26 19:19:51.812500000,2020-03-08,2020-03-23,2020-03-08,0-15
1732,200769623,2020.0,1930883240.0,12868.75,65,11,5,2020,11,5,2020,26,5,2020,34,2975,2020-06-10 11:17:15.750000000,2020-05-11,2020-05-26,2020-05-11,16-30
1733,200772670,2020.0,1930623725.0,42537.43,65,8,3,2020,8,3,2020,23,3,2020,46,195,2020-03-24 10:28:47.492187500,2020-03-08,2020-03-23,2020-03-08,0-15
1734,200762301,2020.0,1930759122.0,99686.61,65,9,4,2020,9,4,2020,24,4,2020,26,447,2020-04-24 12:13:58.574218750,2020-04-09,2020-04-24,2020-04-09,0-15
1735,200803720,2020.0,1930872534.0,2441.08,65,7,5,2020,1,5,2020,24,5,2020,38,724,2020-05-21 10:42:32.640625000,2020-05-07,2020-05-24,2020-05-01,0-15
1736,200726979,2020.0,1930781751.0,1357.88,65,14,4,2020,14,4,2020,29,4,2020,21,336,2020-04-30 09:21:18.210937500,2020-04-14,2020-04-29,2020-04-14,0-15
1737,200705742,2020.0,1930607214.0,21966.55,65,5,3,2020,5,3,2020,25,3,2020,28,835,2020-03-19 17:06:02.718750000,2020-03-05,2020-03-25,2020-03-05,0-15
1738,200744019,2020.0,1930750234.0,2865.42,65,5,4,2020,5,4,2020,20,4,2020,21,2767,2020-04-26 07:04:31.875000000,2020-04-05,2020-04-20,2020-04-05,0-15
1739,200759878,2020.0,1930783185.0,80745.35,65,15,4,2020,15,4,2020,30,4,2020,34,2369,2020-05-04 04:35:17.718750000,2020-04-15,2020-04-30,2020-04-15,0-15
1740,200705372,2020.0,1930755356.0,141048.64,65,6,4,2020,6,4,2020,21,4,2020,21,993,2020-04-24 07:30:43.125000000,2020-04-06,2020-04-21,2020-04-06,0-15
1741,200759878,2020.0,1930655360.0,13861.92,65,19,3,2020,19,3,2020,3,4,2020,34,2370,2020-04-06 17:39:29.625000000,2020-03-19,2020-04-03,2020-03-19,0-15
1742,140104409,2020.0,2960620476.0,173162.808,65,14,3,2020,15,3,2020,25,3,2020,5,1645,2020-04-06 00:22:22.375000000,2020-03-14,2020-03-25,2020-03-15,0-15
1743,200769623,2020.0,1930749873.0,13635.52,65,5,4,2020,5,4,2020,20,4,2020,34,2975,2020-05-05 11:04:54.000000000,2020-04-05,2020-04-20,2020-04-05,16-30
1744,200769623,2020.0,1930776678.0,41660.35,65,12,4,2020,12,4,2020,27,4,2020,34,2980,2020-05-12 10:34:27.500000000,2020-04-12,2020-04-27,2020-04-12,16-30
1745,140104409,2020.0,2960631463.0,158946.501,65,4,5,2020,5,5,2020,15,5,2020,5,1649,2020-05-26 17:10:24.375000000,2020-05-04,2020-05-15,2020-05-05,0-15
1746,140104472,2020.0,2960626557.0,8767.584,65,8,4,2020,10,4,2020,20,4,2020,5,1737,2020-05-03 14:50:02.000000000,2020-04-08,2020-04-20,2020-04-10,0-15
1747,200739534,2020.0,1930687007.0,64295.62,65,23,3,2020,23,3,2020,7,4,2020,21,2007,2020-04-11 20:39:58.125000000,2020-03-23,2020-04-07,2020-03-23,0-15
1748,200786288,2020.0,1930796811.0,65539.44,65,17,4,2020,17,4,2020,2,5,2020,26,893,2020-05-07 05:32:16.343750000,2020-04-17,2020-05-02,2020-04-17,0-15
1749,200769623,2020.0,1930683016.0,6043.2,65,21,3,2020,21,3,2020,5,4,2020,34,2979,2020-04-20 02:26:17.625000000,2020-03-21,2020-04-05,2020-03-21,16-30
1750,200744019,2020.0,1930621865.0,54308.98,65,10,3,2020,10,3,2020,25,3,2020,21,2770,2020-03-31 06:00:01.375000000,2020-03-10,2020-03-25,2020-03-10,0-15
1751,200780383,2020.0,1930595798.0,18680.24,65,3,3,2020,3,3,2020,7,5,2020,33,1833,2020-05-07 22:39:23.968750000,2020-03-03,2020-05-07,2020-03-03,0-15
1752,200762301,2020.0,1930745422.0,8733.12,65,4,4,2020,4,4,2020,19,4,2020,26,448,2020-04-18 23:25:34.296875000,2020-04-04,2020-04-19,2020-04-04,0-15
1753,200418007,2020.0,1930646653.0,86400.0,65,14,3,2020,14,3,2020,29,3,2020,21,97,2020-03-29 19:21:53.242187500,2020-03-14,2020-03-29,2020-03-14,0-15
1754,200769623,2020.0,1930874642.0,64283.6,65,8,5,2020,8,5,2020,23,5,2020,34,2983,2020-06-07 11:35:30.375000000,2020-05-08,2020-05-23,2020-05-08,16-30
1755,200769623,2020.0,1930630024.0,75947.52,65,9,3,2020,9,3,2020,24,3,2020,34,2981,2020-04-08 04:05:05.125000000,2020-03-09,2020-03-24,2020-03-09,16-30
1756,200704858,2020.0,1930689572.0,18673.61,65,24,3,2020,24,3,2020,8,4,2020,21,2946,2020-04-26 10:11:12.375000000,2020-03-24,2020-04-08,2020-03-24,16-30
1757,200799367,2020.0,1930601401.0,1242.67,65,4,3,2020,4,3,2020,8,5,2020,33,1796,2020-05-12 15:58:12.531250000,2020-03-04,2020-05-08,2020-03-04,0-15
1758,200793568,2020.0,1930691578.0,22419.13,65,24,3,2020,24,3,2020,8,4,2020,21,2641,2020-04-12 10:28:22.250000000,2020-03-24,2020-04-08,2020-03-24,0-15
1759,200769623,2020.0,1930624508.0,545.77,65,10,3,2020,10,3,2020,25,3,2020,34,2974,2020-04-09 06:52:30.375000000,2020-03-10,2020-03-25,2020-03-10,16-30
1760,200744019,2020.0,1930597731.0,52453.84,65,5,3,2020,5,3,2020,20,3,2020,21,2771,2020-03-26 05:47:39.562500000,2020-03-05,2020-03-20,2020-03-05,0-15
1761,200747369,2020.0,1930673501.0,115736.76,65,20,3,2020,20,3,2020,4,4,2020,21,2418,2020-04-14 15:34:45.562500000,2020-03-20,2020-04-04,2020-03-20,0-15
1762,200744019,2020.0,1930852427.0,18015.92,65,6,5,2020,6,5,2020,21,5,2020,21,2768,2020-05-27 07:08:59.250000000,2020-05-06,2020-05-21,2020-05-06,0-15
1763,200769623,2020.0,1930584639.0,15551.04,65,29,2,2020,29,2,2020,15,3,2020,34,2982,2020-03-30 16:17:21.375000000,2020-02-29,2020-03-15,2020-02-29,16-30
1764,200290370,2020.0,1930832766.0,2451.06,65,1,5,2020,1,5,2020,16,5,2020,21,243,2020-05-17 18:00:39.140625000,2020-05-01,2020-05-16,2020-05-01,0-15
1765,140104429,2020.0,2960617229.0,51032.183999999994,65,1,3,2020,4,3,2020,14,3,2020,5,632,2020-03-25 13:54:34.187500000,2020-03-01,2020-03-14,2020-03-04,0-15
1766,200707822,2020.0,1930809334.0,30882.47,65,21,4,2020,21,4,2020,6,5,2020,21,2201,2020-05-12 17:06:43.375000000,2020-04-21,2020-05-06,2020-04-21,0-15
1767,200769623,2020.0,1930829304.0,38392.38,65,26,4,2020,26,4,2020,11,5,2020,34,2973,2020-05-26 00:05:07.125000000,2020-04-26,2020-05-11,2020-04-26,16-30
1768,200799367,2020.0,1930804618.0,23008.95,65,23,4,2020,23,4,2020,8,5,2020,21,1796,2020-05-13 10:32:42.718750000,2020-04-23,2020-05-08,2020-04-23,0-15
1769,200580232,2020.0,1930581454.0,41819.75,65,28,2,2020,28,2,2020,9,3,2020,11,1342,2020-03-10 22:35:13.031250000,2020-02-28,2020-03-09,2020-02-28,0-15
1770,200331749,2020.0,1930839712.0,18089.46,65,5,5,2020,5,5,2020,20,5,2020,21,2693,2020-05-27 13:53:13.937500000,2020-05-05,2020-05-20,2020-05-05,0-15
1771,200772670,2020.0,1930615230.0,4527.15,65,6,3,2020,6,3,2020,21,3,2020,46,199,2020-03-22 14:29:47.687500000,2020-03-06,2020-03-21,2020-03-06,0-15
1772,200769623,2020.0,1930710385.0,661.11,65,29,3,2020,29,3,2020,13,4,2020,34,2981,2020-04-30 21:26:08.500000000,2020-03-29,2020-04-13,2020-03-29,16-30
1773,140104440,2020.0,2960626566.0,909.111,65,8,4,2020,8,4,2020,18,4,2020,5,2533,2020-05-03 21:09:25.875000000,2020-04-08,2020-04-18,2020-04-08,16-30
1774,100031704,2020.0,1930668528.0,83494.71,65,19,3,2020,19,3,2020,3,4,2020,21,741,2020-04-05 18:35:42.296875000,2020-03-19,2020-04-03,2020-03-19,0-15
1775,200769623,2020.0,1930778945.0,16120.08,65,13,4,2020,13,4,2020,28,4,2020,34,2977,2020-05-13 11:01:20.625000000,2020-04-13,2020-04-28,2020-04-13,16-30
1776,200519201,2020.0,1930808236.0,42672.32,65,21,4,2020,21,4,2020,6,5,2020,21,1567,2020-05-10 06:04:03.468750000,2020-04-21,2020-05-06,2020-04-21,0-15
1777,200700919,2020.0,1930782921.0,38092.46,65,13,4,2020,13,4,2020,28,4,2020,21,2878,2020-05-04 05:47:00.812500000,2020-04-13,2020-04-28,2020-04-13,0-15
1778,200707822,2020.0,1930793908.0,141429.45,65,17,4,2020,17,4,2020,2,5,2020,21,2196,2020-05-06 15:42:29.406250000,2020-04-17,2020-05-02,2020-04-17,0-15
1779,200772595,2020.0,1930585264.0,46131.46,65,3,3,2020,3,3,2020,18,3,2020,21,2382,2020-03-19 20:59:55.875000000,2020-03-03,2020-03-18,2020-03-03,0-15
1780,200769623,2020.0,1930760017.0,61303.77,65,8,4,2020,8,4,2020,23,4,2020,34,2976,2020-05-07 19:19:39.000000000,2020-04-08,2020-04-23,2020-04-08,0-15
1781,200769623,2020.0,1930774969.0,10824.76,65,11,4,2020,11,4,2020,26,4,2020,34,2976,2020-05-11 10:11:45.125000000,2020-04-11,2020-04-26,2020-04-11,16-30
1782,200769623,2020.0,1930729945.0,6532.6,65,2,4,2020,2,4,2020,17,4,2020,34,2975,2020-04-29 20:07:13.750000000,2020-04-02,2020-04-17,2020-04-02,0-15
1783,200769623,2020.0,1930576923.0,3270.04,65,27,2,2020,27,2,2020,13,3,2020,34,2981,2020-03-28 09:24:52.000000000,2020-02-27,2020-03-13,2020-02-27,16-30
1784,200794332,2020.0,1930585834.0,14204.38,65,4,3,2020,4,3,2020,19,3,2020,23,622,2020-03-19 19:47:17.710937500,2020-03-04,2020-03-19,2020-03-04,0-15
1785,200875680,2020.0,1930897103.0,77253.74,65,13,5,2020,13,5,2020,28,5,2020,21,1889,2020-05-21 20:32:37.125000000,2020-05-13,2020-05-28,2020-05-13,0-15
1786,140104423,2020.0,2960632641.0,68971.385,65,6,5,2020,8,5,2020,18,5,2020,5,1862,2020-05-29 06:30:17.312500000,2020-05-06,2020-05-18,2020-05-08,0-15
1787,200705742,2020.0,1930768592.0,847.36,65,9,4,2020,9,4,2020,29,4,2020,28,831,2020-04-26 00:43:51.437500000,2020-04-09,2020-04-29,2020-04-09,0-15
1788,200704858,2020.0,1930803023.0,19111.37,65,22,4,2020,22,4,2020,7,5,2020,21,2953,2020-05-21 11:06:56.250000000,2020-04-22,2020-05-07,2020-04-22,0-15
1789,200706844,2020.0,1930839902.0,7523.04,65,5,5,2020,5,5,2020,20,5,2020,21,3034,2020-06-07 10:00:46.750000000,2020-05-05,2020-05-20,2020-05-05,16-30
1790,200769623,2020.0,1930580065.0,47540.04,65,2,3,2020,2,3,2020,17,3,2020,34,2979,2020-03-29 19:28:47.375000000,2020-03-02,2020-03-17,2020-03-02,0-15
1791,200769623,2020.0,1930892042.0,661.11,65,12,5,2020,12,5,2020,27,5,2020,34,2978,2020-06-11 13:12:38.875000000,2020-05-12,2020-05-27,2020-05-12,16-30
1792,200741831,2020.0,1930754266.0,15294.39,65,6,4,2020,6,4,2020,21,4,2020,21,2638,2020-04-26 12:22:19.687500000,2020-04-06,2020-04-21,2020-04-06,0-15
1793,200726979,2020.0,1930840013.0,500.16,65,30,4,2020,30,4,2020,15,5,2020,21,335,2020-05-19 06:00:43.750000000,2020-04-30,2020-05-15,2020-04-30,0-15
1794,200729290,2020.0,1930683553.0,105376.43,65,21,3,2020,21,3,2020,5,4,2020,21,1571,2020-04-08 22:38:43.062500000,2020-03-21,2020-04-05,2020-03-21,0-15
1795,200936373,2020.0,1930720244.0,72519.01,65,31,3,2020,31,3,2020,15,4,2020,21,2636,2020-04-20 01:18:10.875000000,2020-03-31,2020-04-15,2020-03-31,0-15
1796,200769623,2020.0,1930832424.0,21035.23,65,29,4,2020,29,4,2020,14,5,2020,34,2978,2020-05-29 05:21:46.875000000,2020-04-29,2020-05-14,2020-04-29,16-30
1797,200759878,2020.0,1930580441.0,6303.0,65,28,2,2020,28,2,2020,3,5,2020,33,2361,2020-05-06 16:02:09.750000000,2020-02-28,2020-05-03,2020-02-28,0-15
1798,140106408,2020.0,2960629758.0,24332.532,65,23,4,2020,24,4,2020,4,5,2020,5,2969,2020-05-30 03:55:57.000000000,2020-04-23,2020-05-04,2020-04-24,16-30
1799,200936373,2020.0,1930752673.0,106517.9,65,6,4,2020,6,4,2020,21,4,2020,21,2633,2020-04-26 06:00:23.906250000,2020-04-06,2020-04-21,2020-04-06,0-15
1800,200744019,2020.0,1930751198.0,50062.77,65,5,4,2020,5,4,2020,20,4,2020,21,2771,2020-04-26 05:47:39.562500000,2020-04-05,2020-04-20,2020-04-05,0-15
1801,200762301,2020.0,1930768620.0,959.61,65,9,4,2020,9,4,2020,13,6,2020,33,455,2020-06-09 20:41:42.000000000,2020-04-09,2020-06-13,2020-04-09,0-15
1802,140104409,2020.0,2960624368.0,52387.272000000004,65,29,3,2020,2,4,2020,12,4,2020,5,1651,2020-04-20 23:21:39.187500000,2020-03-29,2020-04-12,2020-04-02,0-15
1803,200353024,2020.0,1930689857.0,3310.38,65,24,3,2020,16,3,2020,8,4,2020,38,733,2020-04-04 11:20:33.406250000,2020-03-24,2020-04-08,2020-03-16,0-15
1804,200396637,2020.0,1930633684.0,52901.64,65,9,3,2020,9,3,2020,8,4,2020,30,1622,2020-04-10 19:40:57.125000000,2020-03-09,2020-04-08,2020-03-09,0-15
1805,200418007,2020.0,1930787546.0,27417.6,65,17,4,2020,17,4,2020,21,6,2020,33,98,2020-06-13 14:25:45.625000000,2020-04-17,2020-06-21,2020-04-17,0-15
1806,200762301,2020.0,1930826517.0,93114.3,65,26,4,2020,26,4,2020,11,5,2020,26,446,2020-05-10 18:57:17.056640625,2020-04-26,2020-05-11,2020-04-26,0-15
1807,200705372,2020.0,1930627722.0,62119.47,65,11,3,2020,11,3,2020,26,3,2020,21,994,2020-03-29 04:26:34.656250000,2020-03-11,2020-03-26,2020-03-11,0-15
1808,200769623,2020.0,1930778119.0,396.78,65,13,4,2020,13,4,2020,28,4,2020,34,2982,2020-05-14 00:15:33.875000000,2020-04-13,2020-04-28,2020-04-13,16-30
1809,200353024,2020.0,1930761949.0,3596.62,65,8,4,2020,1,4,2020,24,4,2020,38,730,2020-04-22 03:19:41.953125000,2020-04-08,2020-04-24,2020-04-01,0-15
1810,200769623,2020.0,1930799517.0,943.12,65,17,4,2020,17,4,2020,2,5,2020,34,2973,2020-05-17 09:58:38.375000000,2020-04-17,2020-05-02,2020-04-17,16-30
1811,200974851,2020.0,1930666824.0,3297.99,65,18,3,2020,18,3,2020,2,4,2020,21,2291,2020-04-06 05:42:49.437500000,2020-03-18,2020-04-02,2020-03-18,0-15
1812,200769623,2020.0,1930877806.0,325.02,65,8,5,2020,8,5,2020,23,5,2020,34,2973,2020-06-11 10:07:44.125000000,2020-05-08,2020-05-23,2020-05-08,16-30
1813,200900909,2020.0,1930581781.0,858.73,65,28,2,2020,28,2,2020,14,3,2020,21,2741,2020-03-21 08:50:37.625000000,2020-02-28,2020-03-14,2020-02-28,0-15
1814,200769623,2020.0,1930717400.0,63035.4,65,29,3,2020,29,3,2020,13,4,2020,34,2980,2020-04-28 01:41:59.375000000,2020-03-29,2020-04-13,2020-03-29,16-30
1815,200769623,2020.0,1930672201.0,1012.5,65,20,3,2020,20,3,2020,4,4,2020,34,2978,2020-04-21 16:41:21.750000000,2020-03-20,2020-04-04,2020-03-20,16-30
1816,200762950,2020.0,1930837978.0,94283.78,65,1,5,2020,1,5,2020,16,5,2020,21,1207,2020-05-17 09:47:09.656250000,2020-05-01,2020-05-16,2020-05-01,0-15
